instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,"please enter F(female), M(male), O(other)",please enter your age,date,expName,psychopyVersion,OS,frameRate,fixation.started,fixation.stopped,trial.started,trial.stopped,mouse.x,Selected Match,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,NAME,DURATION
8.5996,33.1103,space,24.4482,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,
,,,,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,33.1526,33.6098,33.6109,39.544,[-0.26759260672110097],6,[-0.35740739327889903],[1],[0],[0],[5.932600000023854],0,0,0,194,1,r2b2s5.png,585
,,,,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,39.5448,40.0431,40.0439,43.1104,[-0.018518518518518517],10,[-0.3546296578866464],[1],[0],[0],[3.0661999999881004],0,1,1,166,1,r1b1s7.png,585
,,,,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,43.1109,43.61,43.6111,46.5486,[-0.14814814814814814],8,[-0.34814813401963973],[1],[0],[0],[2.9373000000118736],0,2,2,234,1,r2b2s5.png,1081
,,,,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,46.5492,47.0435,47.0444,50.9276,[0.023148148148148147],10,[-0.3324074215359158],[1],[0],[0],[3.8829999999999814],0,3,3,2,1,r1b1s3.png,50
,,,,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,50.9283,51.4271,51.4279,53.6777,[0.19537035624186197],13,[-0.3601851993136936],[1],[0],[0],[2.249500000000012],0,4,4,172,1,r1b2s3.png,585
,,,,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,53.6783,54.1773,54.178,57.3156,[0.2703704127558955],14,[-0.34537039862738717],[1],[0],[0],[3.1373999999761395],0,5,5,107,1,r2b1s8.png,171
,,,,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,57.3163,57.8108,57.8117,60.2612,[-0.1879629205774378],7,[-0.35092594005443434],[1],[0],[0],[2.449199999988082],0,6,6,198,1,r2b2s9.png,585
,,,,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,60.2618,60.761,60.7616,63.7614,[-0.33240738621464483],5,[-0.35185185185185186],[1],[0],[0],[2.999600000023861],0,7,7,173,1,r1b2s4.png,585
,,,,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,63.7619,64.261,64.2617,66.4671,[-0.232407393278899],7,[-0.35000002825701676],[1],[0],[0],[2.2050999999642045],0,8,8,199,1,r2b2s10.png,585
,,,,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,66.4676,66.9612,66.9616,69.2954,[0.030555583812572337],10,[-0.3685185467755353],[1],[0],[0],[2.333600000023864],0,9,9,144,1,r2b1s5.png,316
,,,,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,69.2958,69.7948,69.7955,72.0951,[0.42407410233109083],16,[-0.35185185185185186],[1],[0],[0],[2.299399999976117],0,10,10,137,1,r1b2s8.png,316
,,,,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,72.0957,72.5948,72.5954,76.3124,[-0.3166666737309209],6,[-0.3620370229085286],[1],[0],[0],[3.7164999999999964],0,11,11,245,1,r1b1s6.png,2000
,,,,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,76.3128,76.8117,76.8123,78.9999,[0.339814786557798],15,[-0.34351850439001014],[1],[0],[0],[2.1874000000357796],0,12,12,177,1,r1b2s8.png,585
,,,,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,79.0004,79.4953,79.4963,82.2123,[0.43333336159035013],16,[-0.3583333757188585],[1],[0],[0],[2.715800000011882],0,13,13,47,1,r1b1s8.png,92
,,,,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,82.2129,82.7121,82.7126,86.029,[0.2555555414270472],13,[-0.3388888747603805],[1],[0],[0],[3.3161999999880436],0,14,14,242,1,r1b1s3.png,2000
,,,,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,86.0294,86.5291,86.5299,91.5847,[0.197222250479239],13,[-0.35185185185185186],[1],[0],[0],[5.054500000000019],0,15,15,250,1,r1b2s1.png,2000
,,,,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,91.5852,92.0792,92.0798,93.718,[0.2574074356644242],13,[-0.3601851993136936],[1],[0],[0],[1.6378000000119641],0,16,16,75,1,r2b2s6.png,92
,,,,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,93.7188,94.2127,94.2133,95.5132,[0.3250000565140336],14,[-0.3537037460892289],[1],[0],[0],[1.2994999999999663],0,17,17,23,1,r2b1s4.png,50
,,,,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,95.5142,96.0128,96.0135,97.9009,[0.11388891714590567],12,[-0.3537037460892289],[1],[0],[0],[1.8873999999761963],0,18,18,96,1,r1b2s7.png,171
,,,,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,97.9014,98.3962,98.3968,100.747,[-0.5],3,[-0.36296300534848813],[1],[0],[0],[2.349800000011953],0,19,19,111,1,r2b2s2.png,171
,,,,,790898,001,F,19,2026-05-10_11h00.23.275,RUN_BETA,2026.1.0,Win32,60.24096386,100.7479,101.247,101.2475,102.68,[-0.13703699465151187],8,[-0.36388891714590565],[1],[0],[0],[1.4323999999761554],0,20,20,16,1,r1b2s7.png,50
