instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,"please enter F(female), M(male), O(other)",please enter your age,date,expName,psychopyVersion,OS,frameRate,fixation.started,fixation.stopped,trial.started,trial.stopped,mouse.x,Selected Match,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,NAME,DURATION
17.777,19.3851,right,1.5687,,744908,001,,,2026-05-10_18h51.59.092,RUN_BETA,2026.1.0,Linux x86_64,60.24096386,,,,,,,,,,,,,,,,,,
,,,,,744908,001,,,2026-05-10_18h51.59.092,RUN_BETA,2026.1.0,Linux x86_64,60.24096386,19.4507,19.8839,19.8853,32.3192,[0.035600238376193576],10,[-0.3680132406729239],[1],[0],[0],[12.433100000001485],0,0,0,102,1,r2b1s3.png,171
,,,,,744908,001,,,2026-05-10_18h51.59.092,RUN_BETA,2026.1.0,Linux x86_64,60.24096386,32.32,32.8212,32.8219,38.1766,[0.05539279513888889],11,[-0.36447955943919996],[1],[0],[0],[5.354199999999253],0,1,1,69,1,r2b1s10.png,92
,,,,,744908,001,,,2026-05-10_18h51.59.092,RUN_BETA,2026.1.0,Linux x86_64,60.24096386,38.1776,38.6766,38.6776,42.1562,[-0.533130963643392],3,[-0.3444112848352503],[1],[0],[0],[3.478400000002239],0,2,2,193,1,r2b2s4.png,585
,,,,,744908,001,,,2026-05-10_18h51.59.092,RUN_BETA,2026.1.0,Linux x86_64,60.24096386,42.1569,42.6558,42.6565,45.3526,[-0.01339615715874566],10,[-0.3477872919153284],[1],[0],[0],[2.6958000000007445],0,3,3,95,1,r1b2s6.png,171
,,,,,744908,001,,,2026-05-10_18h51.59.092,RUN_BETA,2026.1.0,Linux x86_64,60.24096386,45.3533,45.8511,45.8519,48.1047,[0.05887059812192564],11,[-0.3531393121790003],[1],[0],[0],[2.2523999999985094],0,4,4,89,1,r1b1s10.png,171
,,,,,744908,001,,,2026-05-10_18h51.59.092,RUN_BETA,2026.1.0,Linux x86_64,60.24096386,48.1058,48.5977,48.5986,51.1778,[0.09261611655906395],11,[-0.3700662542272497],[1],[0],[0],[2.5788999999985123],0,5,5,189,1,r2b1s10.png,585
,,,,,744908,001,,,2026-05-10_18h51.59.092,RUN_BETA,2026.1.0,Linux x86_64,60.24096386,51.1787,51.6781,51.6789,55.1564,[0.1441661693431713],12,[-0.35355023984555844],[1],[0],[0],[3.4772999999970224],0,6,6,237,1,r2b2s8.png,1081
,,,,,744908,001,,,2026-05-10_18h51.59.092,RUN_BETA,2026.1.0,Linux x86_64,60.24096386,55.1569,55.6556,55.6566,58.7684,[0.44468745478877314],16,[-0.3593372768825955],[1],[0],[0],[3.1113999999985182],0,7,7,177,1,r1b2s8.png,585
,,,,,744908,001,,,2026-05-10_18h51.59.092,RUN_BETA,2026.1.0,Linux x86_64,60.24096386,58.7692,59.269,59.2698,62.0812,[0.2117987738715278],13,[-0.34919117115162035],[1],[0],[0],[2.8111999999992605],0,8,8,224,1,r2b1s5.png,1081
,,,,,744908,001,,,2026-05-10_18h51.59.092,RUN_BETA,2026.1.0,Linux x86_64,60.24096386,62.0818,62.5796,62.5806,65.3105,[0.4320089552137587],16,[-0.36021303247522424],[1],[0],[0],[2.729699999999255],0,9,9,206,1,r1b1s7.png,1081
,,,,,744908,001,,,2026-05-10_18h51.59.092,RUN_BETA,2026.1.0,Linux x86_64,60.24096386,65.3113,65.81,65.8108,68.8221,[0.2912483921757451],14,[-0.3603680928548177],[1],[0],[0],[3.0109999999999957],0,10,10,80,1,r1b1s1.png,171
,,,,,744908,001,,,2026-05-10_18h51.59.092,RUN_BETA,2026.1.0,Linux x86_64,60.24096386,68.8226,69.3222,69.3229,70.7529,[0.269894282023112],14,[-0.36904306764955874],[1],[0],[0],[1.429699999999258],0,11,11,9,1,r1b1s10.png,50
,,,,,744908,001,,,2026-05-10_18h51.59.092,RUN_BETA,2026.1.0,Linux x86_64,60.24096386,70.7534,71.2519,71.2526,73.4337,[0.29933703387225113],14,[-0.3519589459454572],[1],[0],[0],[2.180800000000744],0,12,12,226,1,r2b1s7.png,1081
,,,,,744908,001,,,2026-05-10_18h51.59.092,RUN_BETA,2026.1.0,Linux x86_64,60.24096386,73.4342,73.9319,73.9328,76.196,[0.410462979917173],16,[-0.34683587816026473],[1],[0],[0],[2.2631000000014865],0,13,13,121,1,r1b1s2.png,316
,,,,,744908,001,,,2026-05-10_18h51.59.092,RUN_BETA,2026.1.0,Linux x86_64,60.24096386,76.1967,76.6952,76.696,79.0426,[0.2440882788764106],13,[-0.3506363762749566],[1],[0],[0],[2.3463000000007526],0,14,14,188,1,r2b1s9.png,585
,,,,,744908,001,,,2026-05-10_18h51.59.092,RUN_BETA,2026.1.0,Linux x86_64,60.24096386,79.0432,79.5414,79.5423,81.4564,[0.1877221001519097],13,[-0.343443199440285],[1],[0],[0],[1.913899999998506],0,15,15,59,1,r1b2s10.png,92
