instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,"please enter F(female), M(male), O(other)",please enter your age,date,expName,psychopyVersion,OS,frameRate,fixation.started,fixation.stopped,trial.started,trial.stopped,mouse.x,Selected Match,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,NAME,DURATION
8.5775,10.1203,space,1.5003,,828417,001,female,20,2026-05-11_12h11.40.486,RUN_BETA,2026.1.0,Win32,60.24096386,,,,,,,,,,,,,,,,,,
,,,,,828417,001,female,20,2026-05-11_12h11.40.486,RUN_BETA,2026.1.0,Win32,60.24096386,10.1435,10.62,10.6213,14.2535,[0.05185183772334346],11,[-0.34166668079517504],[1],[0],[0],[3.6318999996185326],0,0,0,127,1,r1b1s8.png,316
,,,,,828417,001,female,20,2026-05-11_12h11.40.486,RUN_BETA,2026.1.0,Win32,60.24096386,14.2541,14.7529,14.754,16.7365,[0.12777780603479455],12,[-0.34814813401963973],[1],[0],[0],[1.9823000001907367],0,1,1,172,1,r1b2s3.png,585
,,,,,828417,001,female,20,2026-05-11_12h11.40.486,RUN_BETA,2026.1.0,Win32,60.24096386,16.7368,17.2362,17.2368,19.0531,[-0.028703689575195312],10,[-0.3546296578866464],[1],[0],[0],[1.8160999994277987],0,2,2,22,1,r2b1s3.png,50
,,,,,828417,001,female,20,2026-05-11_12h11.40.486,RUN_BETA,2026.1.0,Win32,60.24096386,19.0535,19.5529,19.5533,23.3476,[-0.17685183772334345],8,[-0.3537037460892289],[1],[0],[0],[3.794099999427793],0,3,3,247,1,r1b1s8.png,2000
,,,,,828417,001,female,20,2026-05-11_12h11.40.486,RUN_BETA,2026.1.0,Win32,60.24096386,23.3479,23.8364,23.8369,26.1533,[-0.43703704410129124],4,[-0.34814813401963973],[1],[0],[0],[2.31620000076294],0,4,4,205,1,r1b1s6.png,1081
,,,,,828417,001,female,20,2026-05-11_12h11.40.486,RUN_BETA,2026.1.0,Win32,60.24096386,26.1536,26.6531,26.6535,29.2034,[0.3129629912199797],14,[-0.34444448682996964],[1],[0],[0],[2.5496999998092633],0,5,5,179,1,r1b2s10.png,585
,,,,,828417,001,female,20,2026-05-11_12h11.40.486,RUN_BETA,2026.1.0,Win32,60.24096386,29.2036,29.7029,29.7034,31.3367,[-0.11388884650336371],8,[-0.34907411645959924],[1],[0],[0],[1.633100000381468],0,6,6,88,1,r1b1s9.png,171
,,,,,828417,001,female,20,2026-05-11_12h11.40.486,RUN_BETA,2026.1.0,Win32,60.24096386,31.3371,31.8363,31.8368,33.4034,[0.23055556968406396],13,[-0.35555556968406393],[1],[0],[0],[1.5665000000000049],0,7,7,50,1,r1b2s1.png,92
,,,,,828417,001,female,20,2026-05-11_12h11.40.486,RUN_BETA,2026.1.0,Win32,60.24096386,33.4037,33.9031,33.9035,35.4367,[-0.27685186598036027],6,[-0.3601851993136936],[1],[0],[0],[1.5330000000000013],0,8,8,79,1,r2b2s10.png,92
