instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,"please enter F(female), M(male), O(other)",please enter your age,date,expName,psychopyVersion,OS,frameRate,fixation.started,fixation.stopped,trial.started,trial.stopped,mouse.x,Selected Match,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,NAME,DURATION
17.1946,58.7539,space,41.5286,,716385,001,m,19,2026-05-10_21h07.00.725,RUN_BETA,2026.1.0,Win32,59.88023952,,,,,,,,,,,,,,,,,,
,,,,,716385,001,m,19,2026-05-10_21h07.00.725,RUN_BETA,2026.1.0,Win32,59.88023952,58.7787,59.259,59.2597,60.7543,[0.6138888888888889],18,[-0.3388888888888889],[1],[0],[0],[1.4941000000000884],0,0,0,77,1,r2b2s8.png,92
,,,,,716385,001,m,19,2026-05-10_21h07.00.725,RUN_BETA,2026.1.0,Win32,59.88023952,60.7547,61.2535,61.2539,63.7914,[0.2962962962962963],14,[-0.35185185185185186],[1],[0],[0],[2.537299999999817],0,1,1,222,1,r2b1s3.png,1081
,,,,,716385,001,m,19,2026-05-10_21h07.00.725,RUN_BETA,2026.1.0,Win32,59.88023952,63.7917,64.2882,64.2886,65.9705,[0.34629629629629627],15,[-0.34074074074074073],[1],[0],[0],[1.681700000000177],0,2,2,155,1,r2b2s6.png,316
,,,,,716385,001,m,19,2026-05-10_21h07.00.725,RUN_BETA,2026.1.0,Win32,59.88023952,65.9709,66.4703,66.471,67.4872,[0.34629629629629627],15,[-0.34074074074074073],[1],[0],[0],[1.0159000000003715],0,3,3,95,1,r1b2s6.png,171
,,,,,716385,001,m,19,2026-05-10_21h07.00.725,RUN_BETA,2026.1.0,Win32,59.88023952,67.4879,67.9869,67.9872,68.9542,[0.34629629629629627],15,[-0.34074074074074073],[1],[0],[0],[0.9667999999998216],0,4,4,26,1,r2b1s7.png,50
,,,,,716385,001,m,19,2026-05-10_21h07.00.725,RUN_BETA,2026.1.0,Win32,59.88023952,68.9545,69.4535,69.4541,70.3039,[0.42777777777777776],16,[-0.3388888888888889],[1],[0],[0],[0.8495000000000061],0,5,5,34,1,r2b2s5.png,50
,,,,,716385,001,m,19,2026-05-10_21h07.00.725,RUN_BETA,2026.1.0,Win32,59.88023952,70.3042,70.805,70.8054,71.7219,[0.5194444444444445],17,[-0.3388888888888889],[1],[0],[0],[0.9163999999999106],0,6,6,14,1,r1b2s5.png,50
,,,,,716385,001,m,19,2026-05-10_21h07.00.725,RUN_BETA,2026.1.0,Win32,59.88023952,71.7221,72.2223,72.2228,74.6229,[-0.03888888888888889],9,[-0.3388888888888889],[1],[0],[0],[2.4000000000000057],0,7,7,200,1,r1b1s1.png,1081
,,,,,716385,001,m,19,2026-05-10_21h07.00.725,RUN_BETA,2026.1.0,Win32,59.88023952,74.6231,75.1239,75.1243,78.8539,[0.03981481481481482],11,[-0.3333333333333333],[1],[0],[0],[3.729399999999913],0,8,8,244,1,r1b1s5.png,2000
