instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,"please enter F(female), M(male), O(other)",please enter your age,date,expName,psychopyVersion,OS,frameRate,fixation.started,fixation.stopped,trial.started,trial.stopped,mouse.x,Selected Match,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,NAME,DURATION
20.267,22.443,space,2.124,,649437,001,F,20,2026-05-09_18h44.45.379,RUN_BETA,2026.1.0,MacIntel,62.5,,,,,,,,,,,,,,,,,,
,,,,,649437,001,F,20,2026-05-09_18h44.45.379,RUN_BETA,2026.1.0,MacIntel,62.5,22.462,22.942,22.944,31.964,[0.03689565276273023],10,[-0.349349099404117],[1],[0],[0],[9.018999999999998],0,0,0,147,1,r2b1s8.png,316
,,,,,649437,001,F,20,2026-05-09_18h44.45.379,RUN_BETA,2026.1.0,MacIntel,62.5,31.965,32.459,32.459,34.376,[0.03689565276273023],10,[-0.349349099404117],[1],[0],[0],[1.9170000000000016],0,1,1,151,1,r2b2s2.png,316
,,,,,649437,001,F,20,2026-05-09_18h44.45.379,RUN_BETA,2026.1.0,MacIntel,62.5,34.376,34.875,34.876,36.092,[0.03689565276273023],10,[-0.349349099404117],[1],[0],[0],[1.216000000000001],0,2,2,20,1,r2b1s1.png,50
,,,,,649437,001,F,20,2026-05-09_18h44.45.379,RUN_BETA,2026.1.0,MacIntel,62.5,36.092,36.592,36.592,38.176,[0.03689565276273023],10,[-0.349349099404117],[1],[0],[0],[1.5829999999999984],0,3,3,125,1,r1b1s6.png,316
,,,,,649437,001,F,20,2026-05-09_18h44.45.379,RUN_BETA,2026.1.0,MacIntel,62.5,38.176,38.675,38.676,41.942,[0.4599006297399783],16,[-0.34479110238353194],[1],[0],[0],[3.2659999999999982],0,4,4,217,1,r1b2s8.png,1081
,,,,,649437,001,F,20,2026-05-09_18h44.45.379,RUN_BETA,2026.1.0,MacIntel,62.5,41.943,42.442,42.442,45.259,[0.3018435130010834],14,[-0.3462511849945829],[1],[0],[0],[2.817],0,5,5,5,1,r1b1s6.png,50
,,,,,649437,001,F,20,2026-05-09_18h44.45.379,RUN_BETA,2026.1.0,MacIntel,62.5,45.259,45.759,45.759,48.208,[-0.3167998374864572],6,[-0.3415916170097508],[1],[0],[0],[2.449000000000005],0,6,6,90,1,r1b2s1.png,171
,,,,,649437,001,F,20,2026-05-09_18h44.45.379,RUN_BETA,2026.1.0,MacIntel,62.5,48.209,48.709,48.709,50.575,[-0.16476926462621885],8,[-0.3454894027627302],[1],[0],[0],[1.8659999999999997],0,7,7,95,1,r1b2s6.png,171
,,,,,649437,001,F,20,2026-05-09_18h44.45.379,RUN_BETA,2026.1.0,MacIntel,62.5,50.575,51.075,51.076,52.959,[-0.09259886240520043],9,[-0.3585878250270856],[1],[0],[0],[1.8830000000000027],0,8,8,96,1,r1b2s7.png,171
,,,,,649437,001,F,20,2026-05-09_18h44.45.379,RUN_BETA,2026.1.0,MacIntel,62.5,52.959,53.459,53.459,55.859,[-0.008371140303358613],10,[-0.3552402153304442],[1],[0],[0],[2.40000000000002],0,9,9,33,1,r2b2s4.png,50
,,,,,649437,001,F,20,2026-05-09_18h44.45.379,RUN_BETA,2026.1.0,MacIntel,62.5,55.859,56.359,56.359,1273.525,[0.3130345888355342],14,[-0.36306084933973587],[1],[0],[0],[1217.1660000000002],0,10,10,218,1,r1b2s9.png,1081
,,,,,649437,001,F,20,2026-05-09_18h44.45.379,RUN_BETA,2026.1.0,MacIntel,62.5,1273.527,1274.025,1274.027,1275.474,[0.49096826230492197],17,[-0.36468806272509],[1],[0],[0],[1.446999999999889],0,11,11,80,1,r1b1s1.png,171
